"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CDKN1A",-0.667587844532507,5.26435060681004,-5.86980525423998,7.40279332755941e-09,2.3388719182534e-08,8.96845005660662
"CD274",-0.816575637396495,2.01632553470943,-5.86934513324342,7.42219164367877e-09,2.34419776481058e-08,8.96590340294278
"ACHE",1.0359302215664,1.77422845944681,5.86756728408794,7.49761104711427e-09,2.36720740368242e-08,8.95606511835836
"SDS",0.764297495238896,1.79868547868674,5.86714941392995,7.51544596922507e-09,2.37202647117646e-08,8.95375308639392
"RPS7",0.591560820759773,6.29027112849614,5.8669654334404,7.52331146330323e-09,2.37410280319908e-08,8.95273518781047
"LRRC10B",-0.885748396827724,1.34315678003722,-5.86651927802324,7.54241874757189e-09,2.37972534727563e-08,8.95026688609777
"HIST1H2BH",0.825012162224362,0.887395315388648,5.86343635689238,7.67574858963368e-09,2.42013689936014e-08,8.93321553790967
"CCDC17",-0.805594343994463,1.12632325904896,-5.85801187191528,7.91594578472204e-09,2.49373920485916e-08,8.90323250444392
"PIFO",-0.880237251163133,1.97517957262642,-5.8547138095928,8.06555004000533e-09,2.53913425150202e-08,8.88501498044075
"DDX39B",0.714602179264561,3.71673708247285,5.85161267975864,8.2087334332624e-09,2.5820070652485e-08,8.86789355043379
"SDC1",0.711320326943447,7.23923500677817,5.84748032725145,8.40338604565955e-09,2.64188251142344e-08,8.84509120946297
"SYTL2",0.638148292287488,2.10043382319185,5.83210882066251,9.1677388648222e-09,2.87239209541848e-08,8.76039659272836
"TMEM59L",1.41398707786295,1.77022922378105,5.83201459169787,9.17262722728033e-09,2.87343567819439e-08,8.75987801569834
"CCDC146",-0.629653278361922,1.34649319858925,-5.82513374769304,9.53653818050864e-09,2.98338233600175e-08,8.72203026924617
"BARX1",1.53564558066946,1.43889391337511,5.82491558687109,9.54830334041402e-09,2.9860501784024e-08,8.72083093488769
"GSR",0.749791604760834,4.98343471966614,5.82285428212892,9.66016766219002e-09,3.02000971076227e-08,8.70950092516254
"HSPA1B",0.638466219482775,5.04677916673547,5.81890999023805,9.87779049421544e-09,3.08542971617485e-08,8.68783095581873
"MBOAT1",0.600549004537433,3.03155946931301,5.81866011351626,9.89173699772034e-09,3.08926297839758e-08,8.68645857032094
"RPL8",0.657312162254636,9.39881391035753,5.81537854705401,1.0076683268185e-08,3.14595791050054e-08,8.66844024201966
"CD82",-0.695520922539138,4.18665240721436,-5.81141458123416,1.03045861490697e-08,3.21275993371705e-08,8.64668705238777
"NT5E",1.12654516611406,3.38568646669929,5.80608234024105,1.06190938845344e-08,3.30467348147588e-08,8.61744591245795
"TALDO1",0.647274006232929,6.1449920994166,5.8049164529214,1.06890965401774e-08,3.325336475096e-08,8.61105555313984
"PEX6",0.618016411561251,3.46718718820026,5.80265494074912,1.08261674810603e-08,3.36627570690377e-08,8.59866320151965
"HOXC9",0.635671237342955,0.697959492895626,5.80127656765557,1.09105495673473e-08,3.39079882780362e-08,8.59111226920309
"MUC5B",1.95572538103125,2.95232471207875,5.79620572161207,1.12265305514292e-08,3.48547686995568e-08,8.56334714042792
"CADM4",0.735588007343237,3.32949004454103,5.79383463446898,1.13773231325719e-08,3.52991687100043e-08,8.55037179099651
"KLK10",-1.19341356502877,1.76858746227751,-5.79277541057854,1.14453219393804e-08,3.55041700248343e-08,8.54457690278713
"MIOX",0.61342305573476,0.610395389246722,5.79181793864822,1.15071292207566e-08,3.56898991029787e-08,8.5393394978133
"TDRD5",0.598479145320769,0.629355817125084,5.78698043945615,1.18244081214265e-08,3.66246945977294e-08,8.51288997394729
"CYTL1",-0.593183329505169,1.03810312300261,-5.78535073514644,1.19332031814957e-08,3.69368678342672e-08,8.50398382252474
"MUC16",0.747138785025699,0.894967151627664,5.78088079858798,1.22366350923857e-08,3.78063045024841e-08,8.47956756798254
"ARL4C",0.679274010900414,4.40852509909511,5.77714257716298,1.24961564444424e-08,3.85758189570069e-08,8.45916106654042
"BMP6",-1.04618199217856,1.83148902851712,-5.77329740322037,1.27686951185165e-08,3.93973720599418e-08,8.43818297278022
"HIST1H2AD",0.696206328756795,0.786692208533785,5.76952934678751,1.30413812314923e-08,4.01849675895391e-08,8.4176376615001
"LY6K",0.993579337410255,1.14685658710705,5.76909642559307,1.30730717753386e-08,4.02758897981708e-08,8.41527792482256
"MXRA7",-0.598632541371721,3.03626231130609,-5.76511969425079,1.33677062915571e-08,4.11561157654616e-08,8.39360920490937
"SLC22A3",-1.06272020517112,2.99975803182978,-5.76437783551656,1.34233816788237e-08,4.13068465739682e-08,8.38956837929931
"DAW1",-0.631271024299582,0.803428713061819,-5.76387585029844,1.34611829773874e-08,4.14162614354307e-08,8.38683438169291
"HIST1H2AC",0.866092058019801,4.67669002320414,5.76244104538809,1.35698016125222e-08,4.17434884355194e-08,8.37902107045077
"TWIST1",0.672574132325029,0.900791083594369,5.75866040544608,1.38601108590627e-08,4.26223245754273e-08,8.35844167214818
"IL37",1.50623488589105,1.52411351364939,5.75623143263724,1.40498101981063e-08,4.31768946417899e-08,8.3452262321995
"PIK3AP1",-0.666797128460547,2.65205573434702,-5.75145938428579,1.44298929734756e-08,4.43080335510448e-08,8.3192771514139
"IER2",-0.612486496024951,4.8708507508705,-5.74956508875093,1.45835298670842e-08,4.47574378619146e-08,8.30898180785253
"VSTM2L",1.38712868234137,4.28470890559578,5.73779915018736,1.55741064595203e-08,4.76627597818897e-08,8.24510251815985
"PHPT1",0.606539118324781,5.34189903524512,5.73472410329365,1.58436107795821e-08,4.84553931799951e-08,8.22842677514536
"HOXC13",0.654477128664169,0.595526233440905,5.72834793805433,1.64169824491739e-08,5.01590745648163e-08,8.19387470036657
"SDC4",-0.613531684685205,7.57903582271123,-5.71573991844746,1.76108312096824e-08,5.3691061668521e-08,8.12565340995495
"SPINK2",0.691989184680627,0.887353236627135,5.71334777431659,1.78466935019196e-08,5.4374203422529e-08,8.1127247763894
"TMSB10",0.621948212038983,11.244003696546,5.71303126752225,1.78781301241081e-08,5.4460988198406e-08,8.11101453844008
"AVPI1",-0.772943902764944,4.0083368100093,-5.71133906155642,1.80471231156173e-08,5.49485603625858e-08,8.10187217166268
"TMPRSS2",-1.01511355765292,3.94475554879354,-5.70789414068455,1.83959711521743e-08,5.59460725049971e-08,8.08326799369621
"PPP1R3B",0.656276581654068,3.51665012095822,5.7022695852617,1.89796951146756e-08,5.76737630498328e-08,8.05291429066207
"FGF18",-0.622984850409921,0.947586188103742,-5.69226975810214,2.00623249788394e-08,6.08933483398534e-08,7.99901474792002
"CTF1",-0.65571601640463,2.64037790918057,-5.6897099764852,2.03489825169705e-08,6.17227934023465e-08,7.9852309745961
"MEGF9",-0.659065896187279,3.65033576630576,-5.68770881078126,2.05758563416759e-08,6.23904335620047e-08,7.97445905982563
"TRPC6",-0.794281947101616,1.93654178768328,-5.68740700490637,2.06102852897411e-08,6.24845592481748e-08,7.97283478663177
"PRDM16",-0.663021422692603,1.20938048385657,-5.68712288116411,2.06427483618478e-08,6.25726950015392e-08,7.9713057462823
"RENBP",-0.704113382308337,3.11188126188395,-5.67960130840273,2.15204679680483e-08,6.50835398482876e-08,7.9308524474966
"KLHDC7B",0.691978519778954,1.31023883416288,5.67835113777793,2.16698328950903e-08,6.55245168412761e-08,7.92413328341554
"RGS2",-0.850271884141222,4.54091664111497,-5.67353841854181,2.22543112810348e-08,6.72367400118783e-08,7.89827918373367
"PIM2",0.772641838126433,4.43362632496479,5.67104387480555,2.25632684107241e-08,6.81144126396723e-08,7.88488610940983
"DDIT4",0.928582641338744,5.46479323759758,5.6680166588168,2.29438084470758e-08,6.92405330004342e-08,7.86864021159797
"FOXA2",-1.14331745329508,3.12283268415968,-5.66767178350803,2.29875557247601e-08,6.93612083759199e-08,7.86678989080294
"RPS18",0.670416568469642,9.39697209515285,5.66413807202647,2.3440508429124e-08,7.0647034716628e-08,7.84783666017172
"TUBB2B",1.21397874765937,1.55407938672183,5.66204930392498,2.37123195483336e-08,7.14428990736008e-08,7.83663841867738
"SLC40A1",-0.85215867024549,5.29272897507514,-5.65695838317115,2.43877117427004e-08,7.34298198513687e-08,7.80936058511329
"F2RL1",0.839842232698789,3.0672026569718,5.6539335915048,2.47978253728464e-08,7.46402810374075e-08,7.79316373217049
"VIL1",1.17388421658564,1.09345689096512,5.65176755720476,2.50956205667291e-08,7.55119895963168e-08,7.7815700249916
"GRIN2D",0.684313443587427,0.927366645786476,5.65017386733525,2.53169466340529e-08,7.61282854938887e-08,7.77304232927711
"CLEC10A",-0.72041109788573,1.9925905096495,-5.64948973904381,2.54125375703397e-08,7.63908250118343e-08,7.76938227787161
"IGSF6",-0.725848211932466,2.88462832392322,-5.64669012520237,2.58073904223622e-08,7.75019922695326e-08,7.75440861496699
"ABCA4",0.954691264872739,1.1224475107198,5.63669929883386,2.72657356532467e-08,8.17750432988287e-08,7.70102703744004
"TGFA",0.84000689772537,2.74445510354143,5.63556843362394,2.74357723540717e-08,8.224490224048e-08,7.69499008382698
"PTMS",-0.658410899129136,6.78896453928704,-5.63401483452901,2.76710543905493e-08,8.28963318280048e-08,7.68669819565176
"ZNF117",0.772081630530421,2.27389036714063,5.62403163594979,2.92304565895991e-08,8.73551697983031e-08,7.63346454425856
"PLEKHG4",0.653286401863636,1.80806387999408,5.62312958174981,2.93754986536518e-08,8.77601941963674e-08,7.62865866012188
"OSMR",0.715758104282362,4.69003296200617,5.61676141091281,3.04195462486872e-08,9.07470551739621e-08,7.59475051350395
"HIST1H2BJ",0.71697867551837,1.29510958575443,5.61598179739022,3.05498157542353e-08,9.11062077326436e-08,7.5906017235708
"ARG2",0.647950124056749,1.64218077785704,5.60921729680664,3.17031449342579e-08,9.44235740631561e-08,7.55462541309853
"GPR39",0.59169022768736,2.25951299324908,5.6087058360399,3.17920493823481e-08,9.46730794197834e-08,7.55190683942496
"GLB1L3",0.978355582874075,0.967964250120629,5.60756868820313,3.19905833940063e-08,9.52028202052956e-08,7.54586333896753
"ALOX15B",-1.30399423835776,3.69135173719278,-5.60251499704019,3.28875887961117e-08,9.78249335876603e-08,7.51901820243189
"IQGAP2",-0.620746930756348,1.86122529427122,-5.60126463494881,3.3113269168494e-08,9.84803465452807e-08,7.51237964159943
"SLC25A37",0.629219511424951,3.17970668994053,5.60021797391293,3.33033405927342e-08,9.90137030225237e-08,7.5068236133838
"TBC1D10C",-0.587310014959976,1.78107646739276,-5.59092694027547,3.50377468311519e-08,1.03985899861823e-07,7.45754446217584
"SP5",0.815868863598494,1.33681217169775,5.59083531944287,3.50552800235027e-08,1.04021200880421e-07,7.45705887514115
"OLFM1",-0.627674754437402,1.3159489466386,-5.58455099395077,3.62784726726623e-08,1.07495223878136e-07,7.4237692005191
"IL20RB",1.01891006617096,1.25807424892656,5.58336210738859,3.65145029924387e-08,1.0817722036366e-07,7.41747513953533
"CBX6",-0.619980702657573,3.05743796103186,-5.58040618190413,3.71078346894426e-08,1.09846812315603e-07,7.40183143816382
"ISG15",1.06728690627604,5.93923819670193,5.57452134474214,3.83171144854313e-08,1.13335598529299e-07,7.37070911088502
"TCN1",1.60600581788339,1.6453740495763,5.57396787006999,3.84328000047328e-08,1.13641335869099e-07,7.36778354030059
"KCNE4",0.95811582085009,1.84985842590155,5.57352169259391,3.852630576519e-08,1.13881315295021e-07,7.36542531358699
"FAM171A1",-0.660714452017998,2.1873296567344,-5.57216370106712,3.88122642743174e-08,1.14689836830467e-07,7.35824882588907
"LY6D",1.24112099051845,1.24682891627848,5.57169142081966,3.89121973110366e-08,1.14966722612749e-07,7.35575336530266
"NCEH1",-0.604697698541894,3.42505393470219,-5.56615014257945,4.0103563912364e-08,1.18391830221682e-07,7.32648822072771
"MMP3",0.624546564620286,0.657109156813429,5.55646415167563,4.22717454593818e-08,1.24613160791735e-07,7.27539634400831
"HOXA10",0.631956003426588,0.633633584189966,5.55004578563242,4.37708063125795e-08,1.28888082179484e-07,7.24158458855284
"RNF183",0.630069609787832,0.64199110178766,5.54665614964533,4.45832059201883e-08,1.31217450991645e-07,7.22374224171631
"HIST1H3E",0.67709719065193,1.14868829133736,5.54097858081279,4.59769047114763e-08,1.35168436353357e-07,7.19387860661725
"ITGA2",0.983825741266128,3.30452413749538,5.52238489106332,5.08440170573391e-08,1.49002450623319e-07,7.0962692927486
"SYTL1",0.654482660788236,3.00943426353256,5.52188198153698,5.09823804503105e-08,1.49384204978928e-07,7.09363331552044
"SLC47A1",-0.710597715684373,1.56974965214454,-5.51915681097579,5.17385323615898e-08,1.51455481594194e-07,7.0793532100205
"HIST2H2AC",0.605610090857651,1.19430764180019,5.50141664499172,5.69340935264171e-08,1.65967093625891e-07,6.98654823182682
"TNFRSF13C",0.598311995989922,1.04449566335282,5.49833802715333,5.78859198275122e-08,1.68541579699802e-07,6.97047026367626
"OGT",0.631783452434168,4.1110979021493,5.49753111682381,5.81379409499753e-08,1.69248656248247e-07,6.96625754279745
"LGALS3BP",0.689468051669783,8.15589873403207,5.49524187863928,5.88587514206116e-08,1.71211959351536e-07,6.95430890476432
"SEMA3E",-0.69000113485051,1.14903912457421,-5.49515218010623,5.88871707644991e-08,1.7126762198699e-07,6.95384081598389
"NPW",0.970955196938266,0.996210261480205,5.49271143598169,5.96656129531681e-08,1.73449610425472e-07,6.94110651233703
"ADGRG6",-0.666803987572204,2.39494095721822,-5.47937608395464,6.409849602283e-08,1.85925951985718e-07,6.87162070685261
"ATP2B4",-0.599463243632797,4.25369116050539,-5.47859576808946,6.4367562782411e-08,1.86647720561131e-07,6.86755946345784
"FAM89A",-0.632115243911013,2.96240118728022,-5.47791570614726,6.46029546764915e-08,1.87212583705924e-07,6.86402042760714
"CNTN1",-0.660018332349325,0.912837733811664,-5.47746368658748,6.4759875934975e-08,1.87608384304086e-07,6.86166834087257
"TFF1",2.06206433477593,2.03726410562464,5.47413436566064,6.5927130117208e-08,1.90870008851578e-07,6.84434957942375
"CEBPD",-0.752675621675437,5.4514902064554,-5.46815954925915,6.80733370205866e-08,1.9689823163308e-07,6.8132930099636
"FAM81B",-0.707034104847346,1.09606268467652,-5.46769765932677,6.82420488902009e-08,1.97355277931717e-07,6.81089341818311
"CAPN9",-0.952677882135078,1.70100159223317,-5.46473645970062,6.93333567212315e-08,2.00448482180423e-07,6.79551384996208
"RHOB",-0.743650595558631,6.99629228012792,-5.46325527006053,6.9885568652686e-08,2.02013314087238e-07,6.78782381714396
"SPSB2",0.604044703130423,3.29840808896961,5.45434631254256,7.32981994793981e-08,2.11480322801992e-07,6.74160994276227
"HMOX1",-0.707610953880334,4.64278654114394,-5.44714283585091,7.61753529806661e-08,2.19404045556179e-07,6.70429267041153
"HTR1D",0.612472656764261,0.772734250883682,5.44603396156388,7.6627879938319e-08,2.20638540518512e-07,6.6985521457045
"FDCSP",1.22894184612162,2.01074966588905,5.44398991939225,7.74688953543334e-08,2.22920945483816e-07,6.68797311576521
"C1orf116",-1.14640442534382,4.94388816609469,-5.44178871625487,7.83845964801403e-08,2.25450426545935e-07,6.67658469444438
"SLAMF7",0.849331714848676,2.97001267348745,5.44133565672234,7.85743692834665e-08,2.25961023311206e-07,6.67424120374595
"COMTD1",0.655701004931394,2.93414719742997,5.43317118177037,8.20716646978482e-08,2.35651061532436e-07,6.63203987274389
"AKR1B10",1.93080796503251,1.98771601932478,5.43149771340886,8.28069402364255e-08,2.37651280877657e-07,6.62339694130991
"PPP2R2C",0.728946991471153,0.708334816646166,5.41288472734799,9.14284667762619e-08,2.61540138794926e-07,6.52742867122523
"GMPR",-0.605719811508431,2.28254285881926,-5.4088020991334,9.34328830812435e-08,2.67073938244404e-07,6.50641844467208
"RCAN2",-0.746426332575794,2.53777264091122,-5.40603831741455,9.48139371928944e-08,2.70780316123216e-07,6.49220345194041
"TMEM158",0.653984875710202,1.3595566349345,5.40233681567986,9.66946400560263e-08,2.75962673229204e-07,6.47317574350397
"ICAM1",-0.928109549922633,6.15860945310111,-5.40062000364291,9.75791815952929e-08,2.78314895187069e-07,6.46435439997802
"HOXC10",1.04883905634808,0.996733357266283,5.39522072382141,1.00412502988102e-07,2.85909840272342e-07,6.43662825418526
"KIF3C",0.604662425562096,1.804537243546,5.38769129440523,1.04497302705126e-07,2.97219586849238e-07,6.39800526422882
"CPM",-0.935908937988723,4.42292527529783,-5.38602237462076,1.05424304249576e-07,2.9967142754949e-07,6.38945096161054
"UPK3A",0.6971749953697,0.845638329222685,5.38055488668026,1.08517453647017e-07,3.08226325616654e-07,6.36144328542981
"NRIP3",0.667757577955192,1.29339731822688,5.37787011596231,1.10068382954383e-07,3.12391004421917e-07,6.34769972362902
"SERPINE2",0.686574770609084,1.81966639668536,5.37605130215062,1.11131267024263e-07,3.15359116145764e-07,6.33839258742191
"C11orf86",0.834439526253299,0.760239083646237,5.37309123688918,1.12882405770417e-07,3.20229835714695e-07,6.32325158225334
"UBD",1.08717350045327,2.87045827213318,5.36723391771421,1.16426770640931e-07,3.29878830407601e-07,6.29331306590285
"HMGCS2",-0.838086809838614,0.682772072503986,-5.36625755426564,1.17027989490719e-07,3.31531380547417e-07,6.28832544885537
"TRIM17",0.623219669716758,0.958489654198376,5.36593866682037,1.17225003684151e-07,3.31987544974702e-07,6.28669663430412
"EVI2A",-0.658585430022291,2.79150918975751,-5.36141200901906,1.20056594805565e-07,3.3974598266192e-07,6.26358478951552
"PTGR1",0.768370632121656,3.59422289138379,5.36063823474704,1.20547213810958e-07,3.41082055273705e-07,6.25963587969272
"HPGD",-1.27135231822921,3.55082245903296,-5.35561127552197,1.23782298253493e-07,3.49913551667244e-07,6.2339936477725
"SLC34A2",-1.38023488913198,8.03995748721877,-5.35129756127271,1.26625385838038e-07,3.57731258490065e-07,6.21200697967305
"MLLT11",0.731033348567216,1.72865683485684,5.34813970568458,1.28746722315665e-07,3.63501612072145e-07,6.19592179099422
"EDIL3",-0.838638489131725,2.99945729173744,-5.34138868697385,1.33398071012856e-07,3.76001163337689e-07,6.16156289050306
"PTHLH",0.75511574091442,1.04272720830514,5.33896804589894,1.35105226996887e-07,3.80638550341871e-07,6.14925274673927
"ANGPTL4",1.18891497182035,3.50920893751995,5.33699201851353,1.36514510471634e-07,3.84374189435395e-07,6.13920742376556
"SLC27A2",0.748778334012019,2.16451478553036,5.33056997980997,1.41193800080274e-07,3.96943496476821e-07,6.1065836184168
"KRT19",0.916786891775994,7.86380014480961,5.32745916941036,1.43515988758023e-07,4.03226159093514e-07,6.09079355532109
"ITGA9",-0.632949940885859,2.29574022775739,-5.32541484060767,1.45062181846536e-07,4.07508318974402e-07,6.08042135499214
"IL10RA",-0.60353852924943,2.7904352485065,-5.31932235632649,1.49766542378992e-07,4.20467687385123e-07,6.04953162125576
"HLA-DQB1",-1.00905535509583,5.7154251707437,-5.3151081137812,1.53106805720954e-07,4.29649277751772e-07,6.02818356307965
"ARNT2",-0.678704287416159,1.76514137338091,-5.31016767180996,1.5711468985222e-07,4.40226579342916e-07,6.00317631194106
"CRLF1",1.71303742571775,3.11687117866491,5.30662040573362,1.60054919097026e-07,4.48328750000293e-07,5.98523395104506
"DUSP9",0.596102712382398,0.590075767949561,5.29501940480266,1.7004792496529e-07,4.75814366716163e-07,5.9266309960883
"FTL",-0.634059980038197,12.1186644486071,-5.2869620330062,1.77341644646745e-07,4.95321523155664e-07,5.88599723369249
"ANPEP",-0.992883402935193,2.91256347041607,-5.28564403641417,1.7856322989091e-07,4.98431603121124e-07,5.87935584338017
"HOXC11",0.600084423061236,0.54733218630648,5.28034587062427,1.83556646095687e-07,5.11673165181813e-07,5.85267351052189
"EVA1A",-0.756068401903957,3.20200942203348,-5.2742178744297,1.89501042414735e-07,5.2744647411995e-07,5.82184229357387
"RNF212",0.709656188202885,1.40377890713036,5.26877860437742,1.94933310613874e-07,5.42075627706473e-07,5.79450340168621
"CBR3",0.818044453778848,2.52954531774002,5.26341056647366,2.00442248534516e-07,5.57059144465916e-07,5.76754762639828
"MMP10",0.965856855870361,1.1919310989622,5.25870677979475,2.0539327531129e-07,5.70303302670483e-07,5.74394790425502
"FGL2",-0.763115023409526,3.27542529778994,-5.25670618031849,2.07534763241819e-07,5.75902724471282e-07,5.73391634956512
"GJB6",0.805808685687314,0.792830476171372,5.24523982755456,2.20232291932083e-07,6.10128445947298e-07,5.67648774653201
"NRK",0.590895723437951,0.632838435349243,5.240185871665,2.26064951861335e-07,6.25254307636869e-07,5.65121143401704
"GCLM",0.675356264126338,3.08737286898069,5.23593389522873,2.31087731213212e-07,6.38380722584807e-07,5.62996319405703
"STAT1",0.640326176972173,5.73299474540666,5.22778886027776,2.41012898667298e-07,6.65400472106302e-07,5.5893040703833
"HAL",0.745820380685321,1.07584156990959,5.22340508250861,2.46524424866225e-07,6.80311531777429e-07,5.5674445353372
"TINAGL1",-0.697548879111213,3.11720594054716,-5.21780643952672,2.53741079707139e-07,6.99494237662477e-07,5.53955135288554
"TMEM213",-0.687783478192574,0.778180237369281,-5.21003309632944,2.64101059916169e-07,7.27076011540589e-07,5.5008686048515
"THPO",0.651777749541472,0.785735740664408,5.20844756312981,2.66263924547173e-07,7.32921050439608e-07,5.49298490002712
"CCL7",0.587650129353356,0.845313026886927,5.20757579205778,2.67460426975276e-07,7.3585974793834e-07,5.48865114523399
"SULT2B1",-0.762079493886612,2.14813696071439,-5.20755350691205,2.67491081400396e-07,7.3585974793834e-07,5.48854036979814
"PPM1H",0.619333765435698,2.09930158995258,5.2039485826306,2.72494898379332e-07,7.49066589971974e-07,5.4706266161461
"PLN",-0.73197910645682,2.04443427637606,-5.20283475339704,2.74059195055141e-07,7.52805841330739e-07,5.46509400619794
"RGS10",0.601293222262996,4.41796633432027,5.20265160392976,2.74317247000053e-07,7.53290350201992e-07,5.46418436969098
"ENO3",0.814195141466845,1.36827910630585,5.1981892892824,2.8067771018387e-07,7.69954259847143e-07,5.44203068056531
"HSPB1",0.696407504492548,7.80820907708897,5.18023347987245,3.07745527746815e-07,8.41204548210586e-07,5.35306173496581
"GRB14",0.708681558968702,1.64489133193903,5.18009550930619,3.07962990532525e-07,8.41674259162078e-07,5.35237919133748
"AGT",1.13959318854992,2.30923738983601,5.17985698225998,3.08339296708388e-07,8.42577891523677e-07,5.35119923146845
"NCCRP1",0.957625559550253,1.21027468358955,5.17883218037429,3.09961120234275e-07,8.46884292962367e-07,5.34613024277679
"CRACR2B",0.724887598859626,3.00953721395391,5.17817385219243,3.11007325587414e-07,8.4923965992253e-07,5.34287442848174
"CCL21",-1.03975245438441,5.11365203148982,-5.16378226464987,3.3475130767083e-07,9.11511752606858e-07,5.27179384333405
"FLNA",-0.691153252234014,6.58507253300371,-5.15976470999106,3.41687000537973e-07,9.29437007656226e-07,5.25198315338336
"KNDC1",-0.632093824422799,1.18282752359445,-5.1578766671677,3.44994259839399e-07,9.37741874984122e-07,5.2426780044889
"IBSP",0.644903743835833,0.7016833010007,5.14984354028018,3.59415408657983e-07,9.75359732115692e-07,5.20312171532191
"GZMH",-0.764612183723246,2.2788203769007,-5.1485910919107,3.61715746528558e-07,9.81025006168604e-07,5.19695953808881
"HLA-DMA",-0.742487739652208,5.88297372962984,-5.14350422691521,3.71205959477764e-07,1.00572882074399e-06,5.17194566701755
"NMNAT2",0.834992019242477,1.25684928223437,5.12748947656374,4.02683181319129e-07,1.08829465704297e-06,5.09334278027988
"DUSP13",0.616042578983514,0.574000530408005,5.12417290403843,4.09517359987167e-07,1.10595465627921e-06,5.07709245935607
"LAG3",0.639440461523191,1.63298592497826,5.12270065191647,4.1258693971739e-07,1.11326661750862e-06,5.06988188941225
"EDN2",0.902270940202881,1.58185679998496,5.11505626229385,4.28886392690813e-07,1.15572541226411e-06,5.03247275498595
"BPIFA2",0.978687703356559,1.02050915501611,5.11406069289041,4.31054459185016e-07,1.16107183588285e-06,5.02760451547551
"CLDN9",0.866863862484139,1.55453632253702,5.11327607838456,4.32770591942985e-07,1.16534110059323e-06,5.02376843442205
"KCNQ1",-0.822465063201713,3.21841609122368,-5.11101691444543,4.37748894154623e-07,1.17840239301977e-06,5.01272609080932
"FGB",2.00952288744058,1.97706267240983,5.10982564879433,4.40396230290135e-07,1.18535594636598e-06,5.00690521419931
"BAALC",-0.814797749058937,1.21026569813875,-5.10845545539857,4.43460345873213e-07,1.19325502635196e-06,5.00021157455593
"LGALS2",-0.685555338209705,2.06014897211938,-5.08973307408028,4.87451415045386e-07,1.30553189674177e-06,4.90891354348129
"OAS3",0.64377299341443,3.75963413160936,5.08857807992393,4.90299197446281e-07,1.31277788018708e-06,4.90329133866003
"SDR16C5",-0.901652895926854,3.88211599923288,-5.08633101525419,4.95885781649571e-07,1.32715811691154e-06,4.89235656292833
"TMEM37",-0.718786619138017,3.06504000484578,-5.08277940963974,5.04841407642763e-07,1.35053861487727e-06,4.87508256092034
"GGH",0.795222206473924,2.75893735896784,5.08230602540746,5.06046826670614e-07,1.35356703761338e-06,4.87278098657354
"DPYD",-0.656122121279327,3.22695430729388,-5.06473573501508,5.52809613286501e-07,1.47330709995801e-06,4.78749349855232
"NCF4",-0.607425504923742,3.41181748470039,-5.06446623139535,5.53558442890032e-07,1.47508972330425e-06,4.78618740957815
"TLR2",-0.71998011801995,3.40393338776199,-5.05864766436743,5.69966810214018e-07,1.51771762627428e-06,4.75800451683562
"ALS2CL",-0.639173652621808,2.2867532958349,-5.05823845216385,5.71138316865196e-07,1.52061764605703e-06,4.75602356539888
"GAS1",-0.6555736135429,1.80757076046454,-5.04715775277365,6.03760114430504e-07,1.60192242068372e-06,4.70243880971658
"KRT6A",1.57636354292481,1.85534045710622,5.0443527365304,6.12299538371082e-07,1.62317888832731e-06,4.68889117575264
"CTSF",-0.594929439302656,4.04680430256975,-5.04189907449345,6.19864929311243e-07,1.64181883933005e-06,4.67704615572979
"CTSK",0.785135243548263,4.88168912703321,5.03740350907901,6.33961152993232e-07,1.67746921262466e-06,4.65535755123613
"ADGRF1",1.07407337056298,2.01203220178608,5.03576447482785,6.39177137707947e-07,1.69030100866345e-06,4.64745452430447
"MFSD6L",0.712306032570734,1.30055543642612,5.03535652907982,6.40481795876269e-07,1.69350840910497e-06,4.64548787418529
"RNF39",0.668906868849801,2.00336889079786,5.03416738148129,6.44299528463183e-07,1.70335879923887e-06,4.63975598948912
"RAB38",0.635632041209596,3.11109413278244,5.02215970171618,6.84102654852336e-07,1.80548294373618e-06,4.58194643056903
"CD55",-0.789175111173732,6.41085249743178,-5.01778633790874,6.99181481402607e-07,1.8439599669643e-06,4.56092277504271
"CDCP1",0.679634950345416,3.35975390628051,5.01562723506564,7.0674369990447e-07,1.862040527826e-06,4.55054970722514
"ELN",-0.907291977666,3.68711688190857,-5.0035128410378,7.50661820043702e-07,1.97493001371452e-06,4.49242383015344
"PDLIM4",0.780825062751896,2.43601937002978,5.00028914673786,7.62785664652783e-07,2.00511113444208e-06,4.47697795990131
"FAM177B",0.677534256959596,0.856497547347247,4.99575469190016,7.80159660592608e-07,2.04902981472273e-06,4.45526720154586
"GNG4",0.785549790148786,0.832769579073721,4.99248462106448,7.92925648318805e-07,2.07959800400701e-06,4.43962145360438
"CR2",0.764154193568223,1.27399081036618,4.98821887346773,8.09882166398333e-07,2.12286249015579e-06,4.41922597012689
"KLK11",-1.30287619854365,2.31498234106047,-4.98451356178168,8.24894656252617e-07,2.16006481455618e-06,4.4015230200799
"TMEM61",0.618676857817055,1.53523892566413,4.98155184660742,8.37087273924944e-07,2.19074847912716e-06,4.38738143722306
"TNFSF10",-0.761066619186602,5.07125954813647,-4.97993484230059,8.43817313965622e-07,2.20773532946218e-06,4.3796638242944
"TNFRSF19",-0.71711031500916,2.62233978056286,-4.97842580232141,8.5014511048324e-07,2.22366042793064e-06,4.37246357352579
